transaction_id,customer_id,amount,payment_method,bank,card_type,hour_of_day,day_of_week,is_weekend,customer_tenure_days,prior_failed_attempts_30d,network_latency_ms,retry_attempt_number,device_type,failure_reason,failed,retry_success
3465,2399,2682.31,card,HDFC,credit,2,6,1,1066,1,272.4,3,desktop,no_failure,0,
3466,4997,611.11,card,KOTAK,debit,18,0,0,1045,0,189.8,1,mobile,no_failure,0,
3467,3592,2575.27,netbanking,AXIS,debit,7,4,0,204,0,227.9,3,desktop,no_failure,0,
3468,1717,4068.96,card,AXIS,credit,22,3,0,1433,1,58.7,2,desktop,no_failure,0,
3469,3498,4079.41,upi,IDFC,credit,1,2,0,1434,1,206.8,1,desktop,insufficient_funds,1,0.0
3470,5776,3493.26,card,AXIS,debit,16,1,0,682,0,58.3,2,mobile,no_failure,0,
3471,1489,1399.41,upi,YES,debit,4,6,1,1072,0,615.1,3,mobile,no_failure,0,
3472,4973,841.94,upi,ICICI,credit,9,2,0,763,0,151.4,1,mobile,no_failure,0,
3473,4898,1234.26,card,SBI,debit,11,3,0,301,1,178.2,1,mobile,no_failure,0,
3474,5904,2775.25,upi,AXIS,credit,13,0,0,222,2,81.6,3,mobile,no_failure,0,
3475,1986,2137.69,card,YES,credit,10,0,0,1289,1,365.2,2,mobile,bank_server_error,1,1.0
3476,1440,5520.03,wallet,HDFC,credit,18,2,0,345,0,193.6,3,desktop,insufficient_funds,1,0.0
3477,3651,912.84,netbanking,AXIS,credit,0,6,1,176,1,302.1,1,mobile,bank_server_error,1,0.0
3478,3542,4255.26,card,SBI,credit,10,1,0,1372,0,168.3,2,mobile,no_failure,0,
3479,2730,1310.77,card,YES,prepaid,9,2,0,1422,0,51.3,2,mobile,no_failure,0,
3480,5194,584.31,upi,SBI,debit,21,6,1,1497,2,263.0,2,desktop,no_failure,0,
3481,5326,1733.17,netbanking,SBI,debit,21,4,0,280,3,366.7,2,desktop,bank_server_error,1,0.0
3482,1638,2099.22,wallet,ICICI,credit,7,6,1,1037,0,172.2,1,mobile,no_failure,0,
3483,5303,3277.61,card,YES,debit,22,4,0,1438,0,305.7,1,mobile,bank_server_error,1,1.0
3484,1538,909.7,upi,IDFC,prepaid,22,5,1,476,1,68.2,2,mobile,no_failure,0,
3485,2717,1732.76,card,YES,credit,16,6,1,707,0,209.2,2,desktop,expired_card,1,0.0
3486,182,1418.19,card,KOTAK,credit,16,4,0,1301,0,251.0,3,mobile,no_failure,0,
3487,2269,1059.89,wallet,AXIS,debit,18,3,0,991,0,363.6,3,mobile,no_failure,0,
3488,6389,3968.13,wallet,IDFC,credit,21,3,0,1001,2,59.7,1,desktop,no_failure,0,
3489,2950,2120.74,card,ICICI,debit,12,1,0,1108,0,243.1,1,mobile,no_failure,0,
3490,4733,135.25,card,YES,credit,23,1,0,367,0,182.9,3,mobile,no_failure,0,
3491,720,1753.64,upi,ICICI,prepaid,1,6,1,640,0,341.3,1,desktop,bank_server_error,1,1.0
3492,4237,308.24,card,AXIS,credit,0,0,0,709,1,195.6,1,mobile,invalid_otp,1,1.0
3493,2477,1627.73,upi,HDFC,debit,8,2,0,1461,1,47.8,3,mobile,no_failure,0,
3494,4959,367.06,upi,KOTAK,credit,19,2,0,728,0,500.7,3,mobile,no_failure,0,
3495,6186,2127.75,upi,SBI,debit,1,3,0,753,0,216.5,3,mobile,no_failure,0,
3496,3544,303.24,card,ICICI,credit,9,2,0,1430,0,74.7,2,mobile,no_failure,0,
3497,686,614.82,upi,YES,debit,13,3,0,1370,0,112.7,1,desktop,no_failure,0,
3498,3174,2475.44,upi,ICICI,debit,4,3,0,4,0,231.7,2,desktop,no_failure,0,
3499,821,1399.63,upi,YES,credit,14,3,0,10,0,59.1,1,mobile,no_failure,0,
3500,2997,402.48,upi,AXIS,credit,11,1,0,59,1,355.3,1,mobile,no_failure,0,
3501,408,3802.19,netbanking,IDFC,prepaid,23,3,0,812,0,130.5,2,desktop,no_failure,0,
3502,4269,1009.52,card,ICICI,debit,15,5,1,139,1,234.0,2,desktop,invalid_otp,1,0.0
3503,2070,1150.19,card,AXIS,credit,14,5,1,950,0,864.1,1,mobile,bank_server_error,1,1.0
3504,1344,1233.88,card,YES,prepaid,3,6,1,1263,0,348.9,3,desktop,bank_server_error,1,0.0
3505,116,2253.05,upi,SBI,debit,16,3,0,1037,1,69.2,1,desktop,no_failure,0,
3506,5919,1073.64,card,SBI,credit,22,0,0,235,0,372.6,2,desktop,bank_server_error,1,1.0
3507,5580,1272.32,upi,SBI,prepaid,15,3,0,1231,0,53.5,2,desktop,no_failure,0,
3508,5411,3063.54,card,HDFC,credit,21,4,0,327,1,308.1,2,desktop,no_failure,0,
3509,388,2807.7,wallet,IDFC,debit,11,5,1,744,0,84.7,1,mobile,no_failure,0,
3510,2330,1212.24,upi,KOTAK,credit,23,5,1,464,0,63.9,2,mobile,no_failure,0,
3511,6475,1245.34,card,AXIS,prepaid,9,0,0,967,0,229.5,3,mobile,no_failure,0,
3512,3857,75.34,card,AXIS,credit,6,3,0,364,2,412.7,2,mobile,bank_server_error,1,1.0
3513,857,1606.26,card,HDFC,debit,3,4,0,1082,0,229.1,2,mobile,no_failure,0,
3514,940,2540.82,netbanking,ICICI,debit,11,4,0,1360,1,69.3,1,desktop,no_failure,0,
3515,1754,1028.23,netbanking,HDFC,debit,0,6,1,317,3,105.7,3,mobile,insufficient_funds,1,0.0
3516,6481,3427.57,upi,HDFC,credit,20,1,0,1457,0,577.9,3,desktop,bank_server_error,1,1.0
3517,1131,267.07,card,IDFC,credit,16,3,0,739,0,281.0,3,mobile,no_failure,0,
3518,6018,653.9,wallet,KOTAK,credit,14,4,0,541,0,103.7,1,mobile,no_failure,0,
3519,4519,3246.36,card,HDFC,credit,21,1,0,503,1,144.3,2,mobile,risk_declined,1,0.0
3520,6145,2471.25,upi,YES,debit,20,5,1,853,0,120.4,1,mobile,no_failure,0,
3521,5506,248.96,upi,KOTAK,credit,16,6,1,1158,1,121.4,1,mobile,no_failure,0,
3522,2214,306.85,card,ICICI,credit,0,5,1,442,0,184.6,3,mobile,no_failure,0,
3523,5518,2151.37,card,SBI,credit,18,5,1,898,0,171.9,1,mobile,no_failure,0,
3524,1128,1843.97,card,YES,credit,12,3,0,1436,2,118.0,1,desktop,insufficient_funds,1,1.0
3525,1940,1135.02,netbanking,SBI,credit,3,1,0,1035,1,44.9,2,mobile,no_failure,0,
3526,1412,3348.46,upi,KOTAK,debit,21,2,0,530,0,54.3,1,desktop,no_failure,0,
3527,888,804.7,wallet,AXIS,prepaid,6,3,0,109,0,181.5,1,mobile,no_failure,0,
3528,600,145.42,upi,YES,credit,18,0,0,1410,1,123.7,1,mobile,no_failure,0,
3529,1250,2252.31,card,AXIS,credit,5,2,0,213,1,99.3,3,desktop,no_failure,0,
3530,801,2613.12,card,HDFC,credit,2,0,0,234,0,64.9,2,desktop,no_failure,0,
3531,2536,845.42,upi,KOTAK,credit,22,6,1,854,0,192.2,2,mobile,no_failure,0,
3532,476,497.0,card,IDFC,credit,19,5,1,470,2,221.7,3,mobile,expired_card,1,0.0
3533,409,155.11,card,YES,credit,21,6,1,196,0,58.7,1,mobile,no_failure,0,
3534,6598,1379.13,card,KOTAK,credit,7,5,1,62,0,59.5,1,mobile,no_failure,0,
3535,585,1777.58,upi,HDFC,prepaid,2,0,0,196,1,288.2,2,desktop,bank_server_error,1,1.0
3536,494,2746.18,upi,ICICI,credit,15,6,1,705,1,208.9,1,mobile,no_failure,0,
3537,201,1857.65,card,IDFC,credit,15,1,0,700,0,57.8,1,mobile,no_failure,0,
3538,884,902.72,netbanking,IDFC,credit,8,5,1,34,0,232.1,1,mobile,no_failure,0,
3539,3519,1606.47,wallet,HDFC,prepaid,13,4,0,1428,0,214.3,1,desktop,no_failure,0,
3540,5514,2842.17,upi,KOTAK,debit,20,6,1,235,0,100.4,2,desktop,no_failure,0,
3541,4899,1760.54,card,YES,credit,5,0,0,348,1,100.3,3,mobile,expired_card,1,0.0
3542,3868,2564.01,upi,ICICI,credit,20,1,0,564,1,158.3,3,mobile,no_failure,0,
3543,567,520.37,upi,IDFC,debit,22,4,0,507,1,111.4,1,mobile,no_failure,0,
3544,5162,2191.41,card,YES,debit,22,0,0,1399,0,105.9,1,mobile,no_failure,0,
3545,249,1859.97,upi,AXIS,debit,7,5,1,301,0,90.8,2,mobile,no_failure,0,
3546,4206,1064.91,wallet,YES,credit,12,3,0,315,1,58.9,1,mobile,no_failure,0,
3547,2729,2878.36,card,HDFC,debit,10,0,0,776,1,50.1,3,mobile,no_failure,0,
3548,5880,4823.62,card,ICICI,debit,13,6,1,103,1,271.3,1,mobile,no_failure,0,
3549,2050,239.49,card,HDFC,debit,11,2,0,940,0,173.0,1,desktop,no_failure,0,
3550,4256,1107.77,upi,AXIS,credit,2,6,1,1131,1,514.4,3,desktop,no_failure,0,
3551,2933,1304.0,upi,YES,credit,9,0,0,83,0,104.5,3,mobile,invalid_otp,1,1.0
3552,3480,1380.24,card,SBI,credit,15,0,0,1006,0,43.2,1,desktop,no_failure,0,
3553,6258,821.4,card,SBI,credit,20,0,0,961,1,141.2,1,mobile,no_failure,0,
3554,4751,294.63,wallet,HDFC,credit,23,6,1,1387,0,176.7,2,mobile,no_failure,0,
3555,2764,1154.39,netbanking,ICICI,debit,14,4,0,343,2,467.8,1,mobile,bank_server_error,1,1.0
3556,2982,1311.94,netbanking,AXIS,debit,20,1,0,1271,0,127.9,1,mobile,no_failure,0,
3557,4696,1076.47,card,AXIS,debit,13,2,0,199,3,55.7,3,mobile,no_failure,0,
3558,2307,1335.82,wallet,ICICI,debit,9,6,1,1387,1,198.9,1,mobile,no_failure,0,
3559,1119,1634.74,card,ICICI,prepaid,13,5,1,790,0,162.2,2,mobile,no_failure,0,
3560,3117,1188.8,upi,ICICI,credit,6,4,0,1117,1,97.6,1,mobile,no_failure,0,
3561,455,813.29,upi,KOTAK,debit,6,0,0,1248,1,249.5,2,mobile,no_failure,0,
3562,1132,1341.75,wallet,HDFC,debit,8,3,0,1309,1,123.0,2,mobile,no_failure,0,
3563,2805,1728.5,card,SBI,credit,20,1,0,1344,1,178.8,3,mobile,expired_card,1,0.0
3564,5310,1433.77,wallet,ICICI,credit,19,2,0,1098,0,58.2,2,mobile,no_failure,0,
3565,5209,5037.07,wallet,SBI,debit,10,5,1,918,1,156.7,3,mobile,insufficient_funds,1,1.0
3566,1738,1819.11,netbanking,YES,debit,13,5,1,832,0,93.9,1,mobile,expired_card,1,1.0
3567,2813,1385.49,card,YES,debit,6,2,0,907,0,194.3,2,mobile,insufficient_funds,1,0.0
3568,1024,715.26,card,SBI,debit,5,1,0,110,0,43.0,3,mobile,no_failure,0,
3569,5034,730.21,card,YES,debit,21,4,0,1114,0,615.2,3,mobile,bank_server_error,1,1.0
3570,1642,1078.46,upi,HDFC,debit,14,4,0,716,1,174.2,3,desktop,no_failure,0,
3571,5329,1105.24,card,YES,debit,10,3,0,727,0,41.1,2,mobile,no_failure,0,
3572,5613,1072.04,upi,ICICI,credit,8,4,0,1094,0,523.9,3,desktop,bank_server_error,1,1.0
3573,4593,1876.5,netbanking,SBI,credit,16,5,1,1295,1,314.5,3,desktop,bank_server_error,1,1.0
3574,2201,2814.77,wallet,KOTAK,credit,14,1,0,679,1,337.1,3,mobile,no_failure,0,
3575,6352,2257.85,card,SBI,credit,8,1,0,416,2,87.3,1,mobile,no_failure,0,
3576,4573,2076.52,card,SBI,credit,8,4,0,1360,1,207.8,1,mobile,no_failure,0,
3577,4305,647.56,upi,HDFC,debit,8,4,0,107,1,141.7,2,mobile,no_failure,0,
3578,5708,3103.18,netbanking,KOTAK,debit,18,4,0,1391,1,226.1,2,mobile,insufficient_funds,1,1.0
3579,5875,701.91,card,AXIS,debit,11,2,0,746,0,54.0,2,desktop,no_failure,0,
3580,519,1697.62,card,HDFC,prepaid,11,2,0,568,1,239.2,3,mobile,bank_server_error,1,1.0
3581,5876,1987.75,card,ICICI,prepaid,23,6,1,932,2,208.7,3,mobile,risk_declined,1,0.0
3582,5099,3164.79,upi,YES,debit,12,5,1,858,0,64.6,2,desktop,no_failure,0,
3583,1377,4445.95,card,SBI,credit,23,5,1,727,1,94.9,3,mobile,no_failure,0,
3584,2051,1042.7,wallet,IDFC,credit,0,4,0,427,0,289.1,3,mobile,no_failure,0,
3585,5017,1595.59,wallet,IDFC,credit,3,0,0,136,0,109.1,2,mobile,no_failure,0,
3586,1444,2971.85,netbanking,YES,credit,22,4,0,850,1,115.1,3,desktop,insufficient_funds,1,0.0
3587,3016,4699.02,upi,IDFC,credit,6,6,1,92,0,357.4,1,mobile,bank_server_error,1,1.0
3588,4592,1133.99,wallet,YES,prepaid,1,2,0,227,0,337.1,3,mobile,bank_server_error,1,1.0
3589,4336,677.04,card,AXIS,prepaid,3,5,1,938,1,214.6,2,mobile,risk_declined,1,0.0
3590,6064,401.77,card,ICICI,debit,3,6,1,1019,1,135.6,1,desktop,no_failure,0,
3591,744,253.01,upi,KOTAK,debit,16,2,0,609,0,622.7,3,mobile,bank_server_error,1,1.0
3592,1967,779.37,upi,SBI,debit,2,0,0,1498,0,161.8,2,mobile,invalid_otp,1,1.0
3593,6565,2582.6,card,IDFC,prepaid,10,1,0,391,0,82.5,3,mobile,no_failure,0,
3594,3792,2686.81,upi,ICICI,debit,4,6,1,473,0,103.4,1,mobile,no_failure,0,
3595,1658,1818.93,wallet,AXIS,debit,12,4,0,13,1,81.9,1,mobile,no_failure,0,
3596,1932,1094.5,card,YES,credit,10,5,1,140,0,200.7,1,desktop,expired_card,1,1.0
3597,2261,1880.52,card,AXIS,credit,19,2,0,407,0,128.4,3,mobile,no_failure,0,
3598,3695,1450.69,wallet,YES,credit,1,1,0,21,0,79.8,3,desktop,no_failure,0,
3599,1897,1136.09,netbanking,HDFC,credit,4,1,0,1246,0,58.8,1,mobile,no_failure,0,
3600,4145,1758.81,card,HDFC,credit,7,0,0,896,0,78.8,3,mobile,no_failure,0,
3601,2968,1057.11,upi,HDFC,debit,10,6,1,961,0,142.7,2,mobile,no_failure,0,
3602,4068,1752.59,card,YES,debit,18,6,1,1187,0,150.0,2,mobile,no_failure,0,
3603,1034,1956.35,card,KOTAK,credit,5,4,0,1255,0,230.6,3,mobile,no_failure,0,
3604,4156,2303.46,card,AXIS,debit,16,1,0,141,0,398.4,1,mobile,no_failure,0,
3605,6164,307.44,card,SBI,credit,11,3,0,876,1,210.8,1,mobile,no_failure,0,
3606,901,3131.7,upi,IDFC,credit,1,0,0,768,1,197.4,3,mobile,insufficient_funds,1,0.0
3607,2183,1311.17,card,AXIS,credit,23,1,0,573,1,152.3,2,desktop,no_failure,0,
3608,4623,4478.7,card,IDFC,debit,19,5,1,910,0,314.9,2,mobile,bank_server_error,1,1.0
3609,4116,2594.46,card,HDFC,debit,17,1,0,765,0,58.4,1,desktop,no_failure,0,
3610,4498,694.5,card,HDFC,credit,9,4,0,1135,1,81.0,3,mobile,no_failure,0,
3611,3730,2100.48,upi,YES,credit,19,3,0,558,0,357.2,3,desktop,no_failure,0,
3612,4550,2978.98,upi,YES,credit,19,4,0,1018,2,310.2,2,mobile,expired_card,1,0.0
3613,4062,1180.46,wallet,KOTAK,debit,14,6,1,383,2,148.0,3,mobile,no_failure,0,
3614,494,649.66,card,ICICI,debit,9,1,0,1283,1,153.4,3,mobile,no_failure,0,
3615,5008,556.95,card,SBI,credit,2,4,0,152,0,131.8,2,desktop,no_failure,0,
3616,2979,389.86,upi,AXIS,prepaid,22,6,1,1329,0,50.7,1,mobile,no_failure,0,
3617,343,166.74,card,YES,debit,5,6,1,1038,0,213.5,1,mobile,no_failure,0,
3618,2727,1330.87,upi,AXIS,debit,20,6,1,392,1,245.4,1,desktop,bank_server_error,1,1.0
3619,2901,583.35,upi,KOTAK,debit,6,2,0,931,2,74.9,2,mobile,no_failure,0,
3620,578,846.36,card,ICICI,prepaid,7,0,0,447,2,121.2,2,mobile,no_failure,0,
3621,6639,4548.83,card,HDFC,credit,10,5,1,409,0,271.4,3,mobile,bank_server_error,1,1.0
3622,1483,1962.87,card,YES,credit,14,6,1,98,1,100.4,1,mobile,no_failure,0,
3623,2204,676.18,upi,HDFC,debit,9,6,1,188,2,713.8,3,desktop,bank_server_error,1,1.0
3624,2940,5951.58,card,AXIS,debit,10,2,0,1463,1,146.0,3,desktop,no_failure,0,
3625,5549,1742.54,card,AXIS,debit,4,0,0,1294,0,73.2,3,desktop,no_failure,0,
3626,4952,5613.21,upi,KOTAK,credit,10,6,1,1040,0,311.9,2,mobile,no_failure,0,
3627,5139,3847.51,card,KOTAK,credit,16,1,0,22,0,968.5,1,mobile,bank_server_error,1,1.0
3628,1581,1786.85,card,KOTAK,credit,10,3,0,1445,0,226.3,2,mobile,no_failure,0,
3629,5635,1322.6,card,HDFC,debit,10,2,0,909,1,471.6,1,mobile,no_failure,0,
3630,5531,2558.4,card,SBI,credit,15,3,0,27,2,187.9,2,desktop,insufficient_funds,1,1.0
3631,3092,1677.18,card,SBI,debit,17,3,0,20,0,122.0,3,mobile,no_failure,0,
3632,3638,987.81,netbanking,HDFC,credit,9,1,0,614,0,61.9,3,mobile,no_failure,0,
3633,248,938.89,card,IDFC,credit,14,4,0,819,0,139.3,1,mobile,no_failure,0,
3634,5069,2843.87,netbanking,ICICI,debit,15,1,0,1486,0,549.6,1,mobile,bank_server_error,1,1.0
3635,6405,674.85,wallet,HDFC,credit,7,2,0,1035,0,209.7,1,desktop,no_failure,0,
3636,3150,2816.66,card,ICICI,debit,7,1,0,856,1,418.6,2,mobile,bank_server_error,1,1.0
3637,3603,1480.17,card,YES,prepaid,18,5,1,215,0,114.8,1,mobile,insufficient_funds,1,1.0
3638,3328,320.87,card,YES,credit,21,4,0,1083,0,929.3,3,desktop,bank_server_error,1,1.0
3639,551,2971.85,netbanking,ICICI,credit,15,4,0,871,0,344.1,1,desktop,no_failure,0,
3640,4131,690.63,wallet,ICICI,debit,21,4,0,1356,2,61.9,3,desktop,no_failure,0,
3641,4809,774.21,upi,AXIS,prepaid,19,0,0,1393,2,365.5,3,desktop,bank_server_error,1,0.0
3642,6185,1223.85,wallet,SBI,credit,16,3,0,503,1,47.9,3,mobile,no_failure,0,
3643,6198,1380.47,upi,KOTAK,credit,18,4,0,1137,0,169.6,3,mobile,no_failure,0,
3644,3278,1795.42,upi,AXIS,credit,13,2,0,496,3,135.1,3,desktop,no_failure,0,
3645,6392,2867.49,netbanking,AXIS,credit,2,4,0,344,0,511.8,2,mobile,bank_server_error,1,1.0
3646,3524,2802.42,upi,YES,credit,15,3,0,1335,0,266.9,2,mobile,no_failure,0,
3647,4280,915.37,card,KOTAK,debit,14,3,0,984,1,274.4,1,desktop,no_failure,0,
3648,4013,940.23,upi,YES,debit,9,2,0,1006,0,87.5,1,mobile,no_failure,0,
3649,6657,2659.47,upi,ICICI,debit,18,0,0,1083,0,148.4,1,mobile,no_failure,0,
3650,4916,587.12,card,ICICI,credit,10,1,0,595,1,41.4,1,mobile,no_failure,0,
3651,800,1479.54,upi,AXIS,credit,8,3,0,1081,0,257.8,3,mobile,no_failure,0,
3652,479,3659.6,card,SBI,debit,12,6,1,119,0,69.6,2,mobile,no_failure,0,
3653,2732,1030.33,card,YES,prepaid,22,6,1,1015,0,404.3,2,mobile,bank_server_error,1,1.0
3654,3438,383.44,card,ICICI,debit,7,4,0,1044,0,55.5,2,mobile,no_failure,0,
3655,4457,690.8,upi,AXIS,credit,11,6,1,893,0,85.4,2,desktop,no_failure,0,
3656,3210,730.1,card,IDFC,prepaid,6,1,0,1152,0,190.6,2,mobile,no_failure,0,
3657,3431,641.03,card,SBI,prepaid,18,3,0,792,2,44.8,2,desktop,no_failure,0,
3658,6144,1179.01,card,AXIS,debit,12,1,0,103,0,653.1,1,mobile,bank_server_error,1,1.0
3659,2232,5541.03,netbanking,AXIS,prepaid,3,6,1,845,0,742.6,2,mobile,bank_server_error,1,1.0
3660,3290,2060.79,upi,HDFC,prepaid,15,6,1,672,0,54.1,2,mobile,no_failure,0,
3661,3715,1269.46,card,ICICI,debit,23,2,0,893,0,62.0,3,mobile,no_failure,0,
3662,3122,1354.82,upi,HDFC,credit,11,1,0,429,0,147.4,1,mobile,no_failure,0,
3663,6453,814.68,upi,IDFC,debit,2,0,0,57,1,114.4,1,mobile,invalid_otp,1,0.0
3664,6414,1350.89,upi,YES,credit,5,4,0,1071,0,46.2,1,mobile,no_failure,0,
3665,3420,3552.19,netbanking,ICICI,credit,13,0,0,311,0,240.2,3,mobile,bank_server_error,1,1.0
3666,3004,1517.12,upi,SBI,credit,9,4,0,1449,0,151.4,1,desktop,no_failure,0,
3667,3926,2790.49,card,IDFC,debit,22,2,0,272,0,195.3,1,mobile,no_failure,0,
3668,1206,2540.2,upi,IDFC,credit,16,3,0,325,2,280.3,2,mobile,insufficient_funds,1,0.0
3669,2840,5374.37,card,AXIS,debit,3,5,1,1294,2,89.9,1,mobile,insufficient_funds,1,1.0
3670,1446,2508.44,wallet,KOTAK,debit,18,0,0,286,1,111.2,2,mobile,no_failure,0,
3671,961,5132.14,wallet,IDFC,credit,13,2,0,477,1,305.4,2,mobile,insufficient_funds,1,0.0
3672,635,2934.91,card,AXIS,debit,18,6,1,179,1,53.1,3,mobile,no_failure,0,
3673,3913,1796.01,upi,SBI,debit,17,5,1,938,1,72.2,2,mobile,no_failure,0,
3674,4,756.28,wallet,YES,debit,15,0,0,1342,0,219.9,3,mobile,no_failure,0,
3675,4307,2779.24,netbanking,IDFC,prepaid,13,5,1,545,1,253.2,2,desktop,insufficient_funds,1,1.0
3676,2879,2942.8,card,YES,debit,5,5,1,926,0,227.3,2,desktop,insufficient_funds,1,1.0
3677,2443,2996.8,card,YES,credit,8,6,1,675,0,156.8,1,desktop,no_failure,0,
3678,5128,64.1,upi,KOTAK,debit,9,4,0,782,1,223.0,1,mobile,no_failure,0,
3679,3591,1008.95,upi,KOTAK,credit,5,2,0,422,0,147.9,1,mobile,invalid_otp,1,0.0
3680,4889,2041.88,card,HDFC,prepaid,13,2,0,815,1,156.4,3,desktop,insufficient_funds,1,0.0
3681,4729,1071.46,card,HDFC,debit,2,6,1,1091,3,321.2,2,mobile,bank_server_error,1,0.0
3682,215,934.36,card,YES,credit,23,6,1,716,0,59.7,3,mobile,no_failure,0,
3683,1437,811.84,card,IDFC,credit,5,6,1,777,0,47.7,2,mobile,no_failure,0,
3684,3799,331.46,card,YES,credit,4,1,0,1395,0,51.8,1,mobile,no_failure,0,
3685,6503,1964.45,card,KOTAK,prepaid,19,0,0,674,1,72.9,3,mobile,no_failure,0,
3686,1029,881.68,card,IDFC,credit,14,5,1,1073,0,261.3,2,mobile,bank_server_error,1,1.0
3687,704,1031.84,upi,AXIS,credit,1,0,0,1386,0,159.0,2,mobile,no_failure,0,
3688,6273,1269.49,card,HDFC,credit,9,6,1,1068,1,439.5,1,mobile,bank_server_error,1,1.0
3689,6444,2196.73,card,ICICI,credit,19,2,0,1151,1,128.3,2,mobile,no_failure,0,
3690,1116,1760.9,card,IDFC,debit,10,1,0,117,2,94.8,2,mobile,no_failure,0,
3691,2678,1701.43,card,IDFC,credit,15,4,0,753,1,82.6,3,mobile,no_failure,0,
3692,4177,135.27,card,AXIS,credit,18,5,1,1484,1,142.2,3,mobile,no_failure,0,
3693,1302,2827.87,upi,HDFC,debit,22,6,1,250,2,380.4,2,mobile,bank_server_error,1,1.0
3694,2175,4298.52,upi,ICICI,credit,15,1,0,749,0,90.7,2,desktop,no_failure,0,
3695,2635,1667.3,card,YES,credit,14,5,1,277,0,134.1,3,mobile,no_failure,0,
3696,4277,568.22,wallet,KOTAK,credit,12,1,0,29,0,548.1,2,mobile,bank_server_error,1,1.0
3697,2054,954.58,upi,YES,debit,11,3,0,1009,1,261.8,2,mobile,no_failure,0,
3698,2748,591.99,netbanking,YES,debit,1,5,1,1191,0,118.6,3,desktop,expired_card,1,0.0
3699,1931,3965.33,upi,YES,credit,6,4,0,952,0,57.9,1,mobile,no_failure,0,
3700,5064,1027.29,upi,HDFC,prepaid,2,2,0,1071,1,244.8,3,mobile,invalid_otp,1,0.0
3701,1020,1724.35,upi,ICICI,credit,6,6,1,120,0,200.5,1,mobile,no_failure,0,
3702,1538,1229.64,upi,SBI,debit,12,3,0,1039,1,69.5,2,mobile,no_failure,0,
3703,1667,2125.12,upi,KOTAK,credit,20,2,0,389,0,188.0,3,mobile,no_failure,0,
3704,6038,713.64,card,AXIS,credit,20,3,0,587,1,123.0,2,mobile,no_failure,0,
3705,6295,1674.88,card,ICICI,debit,1,0,0,749,1,112.4,2,mobile,insufficient_funds,1,1.0
3706,3334,1035.37,netbanking,YES,credit,11,6,1,779,2,253.8,2,mobile,bank_server_error,1,1.0
3707,1043,3087.56,card,SBI,credit,8,6,1,240,1,72.0,2,mobile,no_failure,0,
3708,5040,153.87,upi,HDFC,credit,13,5,1,1068,1,149.6,1,desktop,no_failure,0,
3709,3280,1128.94,card,YES,credit,2,5,1,913,0,57.7,2,desktop,no_failure,0,
3710,5664,2888.21,upi,YES,debit,23,1,0,4,1,77.3,3,desktop,no_failure,0,
3711,2400,2660.43,upi,IDFC,prepaid,6,5,1,1167,1,432.4,1,mobile,bank_server_error,1,0.0
3712,6658,357.47,upi,IDFC,credit,5,1,0,448,1,153.8,3,mobile,no_failure,0,
3713,5379,2461.48,card,SBI,credit,16,3,0,605,0,378.6,1,desktop,bank_server_error,1,1.0
3714,1493,656.54,card,IDFC,debit,12,0,0,1297,1,156.5,2,desktop,no_failure,0,
3715,4836,836.63,card,YES,credit,11,5,1,1317,0,182.8,2,desktop,no_failure,0,
3716,1913,2780.2,upi,ICICI,debit,18,3,0,262,0,57.3,2,desktop,no_failure,0,
3717,2332,1110.37,card,KOTAK,credit,2,0,0,407,0,318.9,1,desktop,bank_server_error,1,1.0
3718,1670,332.82,card,KOTAK,debit,22,6,1,531,0,139.2,1,mobile,no_failure,0,
3719,4547,516.89,card,ICICI,debit,1,1,0,324,1,175.0,3,desktop,invalid_otp,1,0.0
3720,1753,1492.81,upi,AXIS,debit,19,3,0,126,0,47.8,1,mobile,no_failure,0,
3721,4258,1081.37,card,ICICI,credit,13,6,1,715,2,127.1,2,mobile,no_failure,0,
3722,3882,1065.37,card,KOTAK,credit,12,2,0,396,0,151.1,3,mobile,no_failure,0,
3723,5005,2098.8,upi,AXIS,debit,12,5,1,725,1,293.5,3,mobile,no_failure,0,
3724,6622,1835.16,upi,AXIS,credit,15,4,0,685,2,288.4,3,mobile,no_failure,0,
3725,59,1143.89,card,KOTAK,credit,3,2,0,495,2,97.2,2,mobile,no_failure,0,
3726,6601,2691.53,upi,IDFC,credit,19,3,0,1320,0,853.7,3,mobile,bank_server_error,1,1.0
3727,729,2111.6,card,SBI,credit,13,4,0,238,0,361.5,2,mobile,bank_server_error,1,1.0
3728,3511,1756.35,upi,YES,credit,8,3,0,1024,3,71.7,1,mobile,insufficient_funds,1,0.0
3729,2273,948.12,card,AXIS,credit,7,6,1,543,0,453.1,3,desktop,bank_server_error,1,1.0
3730,4260,2987.67,upi,AXIS,credit,19,4,0,858,1,470.2,2,mobile,bank_server_error,1,1.0
3731,4811,1055.29,upi,ICICI,credit,19,2,0,822,1,261.5,1,mobile,invalid_otp,1,1.0
3732,5732,1133.58,wallet,IDFC,debit,13,6,1,1127,0,84.8,2,mobile,no_failure,0,
3733,2680,4025.14,card,AXIS,debit,5,6,1,1442,1,227.1,1,mobile,bank_server_error,1,1.0
3734,6219,688.42,card,IDFC,prepaid,7,3,0,873,0,130.6,1,mobile,no_failure,0,
3735,2150,680.21,card,KOTAK,prepaid,18,4,0,12,0,125.4,3,mobile,no_failure,0,
